partner_id,neuron_label,n_synapses,n_valid_regime,dominant_regime,regime_0_frac,regime_1_frac,regime_2_frac,spans_regimes,effect_ratio,mean_pairwise_distance,max_branch_fraction,p_distance,z_distance
864691135417069754,exc_23P,9,9,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0.8772394930422515,64957.242629026965,0.2222222222222222,0.016,-2.329209996141389
864691135445702290,exc_23P,6,6,1,0.0,0.5,0.5,True,1.0240850000824995,110738.51370416644,0.3333333333333333,0.68,0.5161172817272096
864691135447057042,exc_23P,4,4,1,0.0,1.0,0.0,False,0.4475442728070131,67439.13228343171,0.75,0.001,-5.9579121524558145
864691135447541746,exc_23P,4,4,0,0.5,0.0,0.5,True,0.31231264329028086,15179.241746183347,0.5,0.0,-6.05410095016805
864691135454049642,exc_23P,4,4,2,0.25,0.25,0.5,True,0.41621235724928196,65995.26050911857,0.25,0.001,-6.04666367443153
864691135462749246,exc_23P,4,4,2,0.0,0.25,0.75,True,1.0364075720504955,194374.6729896216,0.25,0.773,0.7054550422303733
864691135462885694,exc_23P,6,6,1,0.0,0.5,0.5,True,0.45710417756723754,82734.8036351746,0.3333333333333333,0.0,-7.196004063916539
864691135463956549,exc_23P,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.9281286140961451,121245.32248152164,0.3333333333333333,0.26,-0.4941550002026308
864691135497904147,exc_23P,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,0.3804244457808773,44206.83516450032,0.6666666666666666,0.005,-4.380574022086482
864691135503286709,exc_23P,6,6,2,0.0,0.0,1.0,False,0.6142830265474764,59455.43683021354,0.5,0.001,-5.580939513932492
864691135510118665,exc_23P,4,4,2,0.0,0.25,0.75,True,0.5519268837018405,123730.50574244799,0.5,0.002,-4.316795498766744
864691135517469651,exc_23P,3,3,0,1.0,0.0,0.0,False,0.08576955371032016,7455.566112485546,0.6666666666666666,0.0,-6.00038495518317
864691135538639986,exc_23P,4,4,1,0.0,0.75,0.25,True,0.8466142645599241,198057.78538024693,0.5,0.088,-1.3622699692686353
864691135539391090,exc_23P,5,5,1,0.2,0.4,0.4,True,0.6404264115339918,75821.81177882057,0.4,0.003,-4.542744081027407
864691135565577495,exc_23P,4,4,2,0.25,0.0,0.75,True,0.7412051947458596,159005.23156844502,0.5,0.033,-2.101649892726276
864691135570564998,exc_23P,4,4,2,0.0,0.0,1.0,False,0.5906275445106413,110894.99279622846,0.75,0.006,-3.693533823255337
864691135576647198,exc_23P,9,9,0,0.6666666666666666,0.1111111111111111,0.2222222222222222,True,0.743782547842389,46810.89857996997,0.3333333333333333,0.0,-4.359311570664504
864691135582973549,exc_23P,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.99730765661021,183491.5622135971,0.3333333333333333,0.483,0.005658233485829805
864691135585753155,exc_23P,9,9,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,True,0.41419498082997624,48069.06822655414,0.2222222222222222,0.0,-13.370618176382692
864691135615421899,exc_23P,15,15,2,0.0,0.2,0.8,True,0.939570389883203,133612.84238653278,0.2,0.041,-1.9761950447407843
864691135660487664,exc_23P,6,6,1,0.0,0.6666666666666666,0.3333333333333333,True,0.7321266548177839,32681.097412573516,0.6666666666666666,0.002,-3.4789258570318164
864691135684662002,exc_23P,5,5,2,0.2,0.2,0.6,True,1.0271932573575933,87773.64986346252,0.2,0.635,0.4441079717153963
